satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,Salary
0.61,0.83,4.0,245.0,3.0,1.0,0,1,technical,medium
0.95,0.88,3.0,199.0,3.0,0.0,0,0,product_mng,low
0.84,0.75,1.9999999999999998,168.0,2.0,0.0,0,0,technical,low
0.9,0.73,4.0,245.0,2.0,0.0,0,0,sales,low
0.53,0.66,3.0,191.0,3.0,0.0,0,0,product_mng,low
0.18,0.67,5.0,285.0,5.0,0.0,0,0,accounting,medium
0.98,0.63,3.0,135.0,3.0,0.0,0,0,sales,low
0.74,0.92,4.0,226.0,3.0,0.0,0,0,hr,medium
0.17000000000000004,0.57,4.0,116.0,3.0,0.0,0,0,sales,low
0.87,0.59,4.0,202.0,3.0,0.0,0,0,product_mng,low
0.14,0.8,5.0,226.0,3.0,0.0,0,0,sales,low
0.42,0.96,6.0,173.0,3.0,0.0,0,0,sales,low
0.81,0.92,5.0,239.0,5.0,0.0,1,0,product_mng,low
0.37,0.43,1.9999999999999998,155.0,2.0,0.0,0,0,product_mng,low
0.74,0.59,3.0,274.0,3.0,0.0,0,0,sales,low
0.94,0.85,4.0,236.0,2.0,0.0,0,0,marketing,low
0.09999999999999998,0.88,7.0,267.0,4.0,0.0,1,0,management,low
0.54,0.49,1.9999999999999998,155.0,2.0,1.0,0,0,marketing,low
0.9,0.7,3.0,274.0,3.0,0.0,0,0,support,low
0.88,0.9,1.9999999999999998,233.0,3.0,0.0,0,0,support,low
0.53,0.95,6.0,205.0,4.0,0.0,1,0,marketing,low
0.17000000000000004,0.85,6.0,245.0,5.0,0.0,0,0,sales,low
0.93,0.56,5.0,140.0,3.0,0.0,0,0,technical,low
0.4,0.54,1.9999999999999998,137.0,3.0,0.0,1,0,marketing,low
0.91,0.56,3.0,168.0,2.0,0.0,0,0,support,low
0.98,0.96,4.0,253.0,3.0,0.0,0,0,sales,low
0.62,0.64,3.0,165.0,3.0,0.0,0,0,product_mng,low
0.52,0.57,3.0,183.0,2.0,0.0,0,0,technical,low
0.37,0.54,1.9999999999999998,152.0,3.0,0.0,1,0,marketing,low
0.82,0.67,3.0,198.0,3.0,1.0,0,0,product_mng,low
0.33,0.88,6.0,260.0,3.0,0.0,0,0,technical,low
0.93,0.87,4.0,139.0,8.0,0.0,0,0,technical,medium
0.63,0.67,5.0,250.0,2.0,0.0,0,0,product_mng,low
0.39,0.55,1.9999999999999998,152.0,3.0,1.0,1,0,sales,low
0.84,1.0,5.0,218.0,5.0,0.0,1,0,technical,low
0.63,0.93,4.0,238.0,4.0,0.0,0,0,sales,low
0.69,0.75,5.0,196.0,3.0,0.0,0,0,support,low
0.44,0.58,4.0,152.0,3.0,0.0,0,0,technical,low
0.76,0.93,3.0,271.0,5.0,0.0,0,0,hr,medium
0.8,0.74,3.0,159.0,2.0,0.0,0,0,hr,medium
0.86,0.96,4.0,196.0,3.0,0.0,0,0,sales,low
0.98,0.94,3.0,179.0,3.0,0.0,0,0,sales,low
0.57,0.83,5.0,189.0,3.0,0.0,0,0,support,low
0.85,0.54,3.0,185.0,10.0,0.0,0,1,management,high
0.48,0.77,6.0,274.0,6.0,0.0,0,0,product_mng,medium
0.78,0.71,3.0,249.0,5.0,0.0,1,0,marketing,low
0.89,1.0,5.0,246.0,5.0,0.0,1,0,sales,low
0.63,0.81,3.0,215.0,3.0,0.0,0,0,support,low
0.51,0.63,3.0,183.0,2.0,0.0,0,0,sales,low
0.76,0.5,3.0,156.0,3.0,1.0,0,0,support,low
0.49,0.54,4.0,173.0,2.0,0.0,0,0,sales,low
0.09999999999999998,0.94,6.0,255.0,4.0,0.0,1,0,technical,low
0.89,0.92,5.0,242.0,5.0,0.0,1,0,sales,low
0.59,0.83,3.0,156.0,2.0,0.0,0,0,sales,low
0.92,0.82,4.0,168.0,3.0,0.0,0,1,support,medium
0.86,0.6,3.0,229.0,2.0,1.0,0,0,support,low
0.77,0.91,5.0,221.0,6.0,0.0,1,0,support,low
0.91,0.49,6.0,272.0,6.0,0.0,0,0,sales,medium
0.09999999999999998,0.77,6.0,272.0,4.0,0.0,1,0,accounting,low
0.29,0.91,4.0,183.0,4.0,0.0,0,0,RandD,medium
0.97,0.62,3.0,167.0,3.0,0.0,0,0,management,high
0.5,0.91,3.0,240.0,3.0,0.0,0,0,sales,low
0.51,0.64,3.0,203.0,3.0,0.0,0,0,sales,low
0.49,0.74,4.0,104.0,4.0,0.0,0,0,sales,low
0.63,0.98,4.0,160.0,2.0,0.0,0,0,sales,low
0.88,0.6,4.0,208.0,7.0,0.0,0,1,management,high
0.10999999999999999,0.96,6.0,280.0,4.0,0.0,1,0,support,low
0.88,0.5,3.0,170.0,3.0,0.0,0,0,technical,low
0.83,0.91,3.0,251.0,2.0,0.0,0,0,RandD,medium
0.78,0.4,4.0,145.0,5.0,1.0,0,1,sales,medium
0.19,0.5,5.0,126.0,3.0,1.0,0,0,RandD,low
0.83,0.75,6.0,215.0,5.0,0.0,0,0,sales,medium
0.89,1.0,4.0,217.0,5.0,0.0,1,0,sales,low
0.39,0.54,1.9999999999999998,131.0,3.0,0.0,1,0,marketing,low
0.8,0.94,4.0,271.0,4.0,0.0,0,1,sales,medium
0.77,0.55,3.0,225.0,3.0,0.0,0,0,sales,low
0.08999999999999997,0.88,7.0,265.0,4.0,0.0,1,0,sales,low
0.89,0.92,5.0,237.0,5.0,0.0,1,0,sales,low
0.64,0.81,3.0,209.0,3.0,0.0,0,0,management,high
0.92,0.65,4.0,135.0,3.0,0.0,0,0,support,low
0.77,0.78,1.9999999999999998,271.0,3.0,0.0,0,0,management,high
0.65,0.75,3.0,214.0,3.0,0.0,0,0,sales,low
0.51,0.99,4.0,211.0,3.0,0.0,0,0,support,low
0.61,0.77,4.0,252.0,2.0,0.0,0,0,sales,low
0.43,0.47,1.9999999999999998,131.0,3.0,0.0,1,0,accounting,low
0.54,0.95,4.0,256.0,3.0,0.0,0,0,support,low
0.78,0.53,6.0,168.0,3.0,0.0,0,0,sales,low
0.68,0.58,4.0,186.0,2.0,0.0,0,0,sales,low
0.42,0.46,1.9999999999999998,141.0,3.0,0.0,1,0,marketing,low
0.65,0.86,4.0,267.0,2.0,0.0,0,0,support,low
0.93,0.7,5.0,231.0,7.0,0.0,0,1,sales,medium
0.18,0.96,5.0,208.0,6.0,0.0,0,0,technical,medium
0.94,0.82,3.0,246.0,3.0,0.0,0,0,support,low
0.72,0.79,4.0,154.0,3.0,0.0,0,0,product_mng,low
0.97,0.61,3.0,208.0,3.0,0.0,0,0,technical,low
0.88,0.53,3.0,218.0,4.0,0.0,0,0,sales,low
0.4,0.55,1.9999999999999998,147.0,3.0,0.0,1,0,support,low
0.99,0.92,5.0,213.0,2.0,0.0,0,0,hr,medium
0.59,0.82,3.0,149.0,3.0,0.0,0,0,hr,medium
0.83,0.9,5.0,245.0,5.0,0.0,1,0,product_mng,low
0.34,0.39,1.9999999999999998,136.0,3.0,0.0,0,0,sales,low
0.55,0.62,5.0,226.0,3.0,0.0,0,0,product_mng,low
0.82,0.49,5.0,203.0,6.0,0.0,0,0,technical,medium
0.34,0.81,4.0,116.0,3.0,1.0,0,0,sales,low
0.74,0.98,3.0,196.0,6.0,1.0,0,0,support,medium
0.44,0.65,3.0,271.0,4.0,0.0,1,0,sales,low
0.37,0.53,1.9999999999999998,126.0,3.0,0.0,1,0,sales,low
0.7,0.79,3.0,226.0,4.0,0.0,0,0,sales,low
0.71,0.8,1.9999999999999998,146.0,4.0,0.0,0,0,marketing,medium
0.67,0.61,3.0,202.0,2.0,0.0,0,0,technical,low
0.57,0.78,3.0,134.0,3.0,0.0,0,0,RandD,medium
0.63,0.62,5.0,212.0,6.0,0.0,0,0,sales,medium
0.79,0.74,3.0,238.0,2.0,0.0,0,0,technical,low
0.73,0.68,4.0,227.0,3.0,0.0,0,0,sales,low
0.49,0.8,3.0,238.0,4.0,0.0,0,0,product_mng,medium
0.54,0.42,6.0,218.0,3.0,0.0,0,0,technical,low
0.94,0.89,1.9999999999999998,118.0,4.0,0.0,0,0,support,medium
0.7,0.38,4.0,270.0,2.0,0.0,0,0,RandD,medium
0.59,0.99,5.0,254.0,3.0,1.0,0,0,sales,low
0.49,0.52,3.0,225.0,2.0,0.0,0,0,technical,low
0.57,0.68,3.0,102.0,6.0,0.0,0,0,technical,medium
0.97,0.7,3.0,203.0,3.0,0.0,0,0,product_mng,low
0.82,0.82,5.0,267.0,2.0,0.0,0,0,technical,low
0.18,0.75,4.0,170.0,5.0,0.0,0,0,sales,medium
0.89,0.7,3.0,256.0,4.0,0.0,0,0,support,medium
0.65,0.83,4.0,218.0,3.0,0.0,0,0,hr,medium
0.35,0.54,3.0,128.0,3.0,0.0,0,0,support,low
0.14,0.43,1.9999999999999998,238.0,3.0,0.0,0,0,hr,medium
0.08999999999999997,0.96,6.0,296.0,4.0,0.0,1,0,technical,low
0.65,0.7,3.0,243.0,3.0,0.0,0,0,sales,low
0.7,0.82,3.0,178.0,3.0,0.0,0,0,product_mng,low
0.10999999999999999,0.84,7.0,296.0,4.0,0.0,1,0,sales,low
0.58,0.53,4.0,192.0,4.0,0.0,0,0,product_mng,medium
0.71,0.49,4.0,273.0,2.0,1.0,0,0,RandD,low
0.92,0.86,3.0,166.0,4.0,0.0,0,0,sales,low
0.16000000000000003,0.87,5.0,163.0,3.0,0.0,0,0,management,high
0.45,0.57,1.9999999999999998,138.0,3.0,0.0,1,0,hr,low
0.5,0.78,3.0,228.0,2.0,0.0,0,0,RandD,medium
0.78,0.6,4.0,143.0,2.0,0.0,0,1,sales,medium
0.41,0.56,1.9999999999999998,150.0,3.0,0.0,1,0,product_mng,low
0.85,0.6,3.0,218.0,3.0,0.0,0,0,management,high
0.37,0.48,1.9999999999999998,160.0,3.0,0.0,1,0,support,low
0.86,0.92,5.0,252.0,5.0,0.0,1,0,RandD,low
0.9,0.58,5.0,260.0,2.0,0.0,0,0,support,low
0.39,0.54,1.9999999999999998,149.0,3.0,0.0,1,0,sales,low
0.56,0.74,3.0,154.0,2.0,0.0,0,0,hr,medium
0.63,0.82,5.0,229.0,2.0,0.0,0,0,support,low
0.71,0.63,5.0,224.0,3.0,1.0,0,0,sales,low
0.92,0.89,3.0,220.0,2.0,0.0,0,0,technical,low
0.08999999999999997,0.81,6.0,257.0,4.0,0.0,1,0,support,low
0.95,0.75,5.0,235.0,3.0,1.0,0,0,support,low
0.92,0.69,4.0,180.0,3.0,0.0,0,0,sales,low
0.77,0.85,5.0,221.0,5.0,0.0,0,0,technical,medium
0.43,0.46,1.9999999999999998,149.0,3.0,0.0,1,0,technical,low
0.4,0.53,1.9999999999999998,151.0,3.0,0.0,1,0,marketing,low
0.63,0.51,4.0,153.0,4.0,0.0,0,0,RandD,medium
0.95,0.8,3.0,225.0,2.0,0.0,0,0,sales,low
0.81,0.95,4.0,275.0,5.0,0.0,1,0,sales,low
0.93,0.68,4.0,196.0,2.0,1.0,0,0,support,low
0.54,0.84,4.0,223.0,3.0,0.0,0,0,accounting,low
0.66,0.8,4.0,192.0,3.0,0.0,0,0,hr,medium
0.66,0.67,3.0,199.0,2.0,0.0,0,0,technical,low
0.92,0.88,3.0,184.0,3.0,1.0,0,0,technical,low
0.10999999999999999,0.9,7.0,247.0,4.0,0.0,1,0,sales,low
0.43,0.56,1.9999999999999998,157.0,3.0,0.0,1,0,sales,low
0.37,0.53,1.9999999999999998,143.0,3.0,0.0,1,0,support,low
0.48,0.8,4.0,268.0,3.0,0.0,0,0,RandD,medium
0.77,0.5,3.0,141.0,3.0,0.0,0,0,product_mng,low
0.32,0.74,3.0,211.0,3.0,0.0,0,0,technical,low
0.62,0.75,5.0,165.0,4.0,0.0,0,0,sales,low
0.57,0.82,5.0,233.0,7.0,0.0,0,1,sales,medium
0.10999999999999999,0.85,6.0,305.0,4.0,0.0,1,0,accounting,low
0.85,0.69,5.0,273.0,3.0,1.0,0,0,hr,medium
0.84,0.66,3.0,209.0,2.0,0.0,0,0,sales,low
0.72,0.73,3.0,198.0,2.0,0.0,0,0,technical,low
0.79,0.61,4.0,173.0,2.0,0.0,0,0,product_mng,low
0.37,0.51,1.9999999999999998,153.0,3.0,0.0,1,0,product_mng,low
0.49,0.8,4.0,161.0,2.0,0.0,0,0,product_mng,low
0.65,0.88,4.0,173.0,3.0,0.0,0,0,management,medium
0.57,0.77,4.0,245.0,3.0,0.0,0,0,product_mng,low
0.37,0.5,1.9999999999999998,142.0,3.0,0.0,1,0,sales,low
0.42,0.97,6.0,259.0,4.0,0.0,1,0,management,low
0.39,0.5,4.0,294.0,3.0,0.0,1,0,technical,low
0.97,0.57,3.0,164.0,10.0,0.0,0,0,management,high
0.65,0.63,3.0,137.0,3.0,0.0,0,0,sales,low
0.45,0.6,1.9999999999999998,98.0,3.0,0.0,0,0,product_mng,low
0.74,0.79,5.0,121.0,5.0,0.0,0,1,management,high
0.81,0.93,5.0,270.0,5.0,0.0,1,0,technical,low
0.82,0.74,3.0,163.0,2.0,0.0,0,0,sales,low
0.38,0.55,1.9999999999999998,158.0,3.0,0.0,1,0,support,low
0.6,0.95,3.0,266.0,3.0,0.0,0,0,sales,low
0.93,0.75,3.0,243.0,2.0,0.0,0,0,sales,low
0.54,0.72,3.0,148.0,4.0,0.0,0,0,accounting,medium
0.45,0.57,1.9999999999999998,134.0,3.0,0.0,1,0,hr,low
0.19,0.76,3.0,107.0,5.0,0.0,0,0,support,medium
0.73,0.65,3.0,145.0,2.0,0.0,0,0,accounting,low
0.91,0.87,4.0,235.0,5.0,0.0,1,0,technical,low
0.09999999999999998,0.95,6.0,256.0,4.0,0.0,1,0,technical,low
0.84,0.95,5.0,199.0,3.0,0.0,0,0,accounting,low
0.45,0.46,1.9999999999999998,153.0,3.0,1.0,1,0,technical,low
0.92,0.68,4.0,138.0,7.0,0.0,0,0,sales,medium
0.78,0.54,3.0,134.0,3.0,0.0,0,0,sales,low
0.36,0.42,1.9999999999999998,192.0,2.0,0.0,0,0,technical,low
0.63,0.66,3.0,256.0,4.0,1.0,0,0,RandD,medium
0.68,0.99,3.0,159.0,2.0,0.0,0,0,accounting,low
0.20999999999999996,0.39,1.9999999999999998,118.0,4.0,0.0,0,0,sales,low
0.67,0.52,1.9999999999999998,102.0,6.0,0.0,0,0,technical,medium
0.51,0.71,5.0,154.0,2.0,0.0,0,0,product_mng,low
0.31,0.69,3.0,120.0,3.0,0.0,0,0,technical,low
0.53,0.41,1.9999999999999998,148.0,2.0,1.0,0,0,sales,low
0.59,0.67,6.0,126.0,3.0,0.0,0,0,technical,low
0.88,0.65,4.0,224.0,2.0,0.0,0,0,hr,medium
0.72,0.6,3.0,153.0,5.0,0.0,1,0,technical,low
0.38,0.56,1.9999999999999998,156.0,3.0,0.0,1,0,technical,low
0.75,0.74,4.0,153.0,2.0,0.0,0,0,marketing,low
0.46,0.55,1.9999999999999998,147.0,3.0,0.0,1,0,product_mng,low
0.33,0.82,5.0,249.0,6.0,0.0,0,0,product_mng,medium
0.92,0.49,5.0,259.0,3.0,1.0,0,0,support,low
0.81,0.78,3.0,165.0,3.0,0.0,0,0,technical,low
0.94,0.69,3.0,248.0,3.0,0.0,0,0,sales,low
0.28,0.55,4.0,208.0,4.0,0.0,0,0,marketing,medium
0.5,0.77,3.0,265.0,3.0,0.0,0,0,product_mng,low
0.82,0.74,3.0,229.0,7.0,0.0,0,1,management,high
0.88,0.75,5.0,152.0,3.0,0.0,0,0,hr,medium
0.86,0.89,4.0,153.0,4.0,0.0,0,0,sales,low
0.35,0.56,3.0,144.0,3.0,0.0,0,0,sales,low
0.37,0.55,1.9999999999999998,152.0,3.0,0.0,1,0,technical,low
0.81,0.79,5.0,135.0,3.0,0.0,0,0,technical,low
0.48,0.6,1.9999999999999998,121.0,5.0,0.0,0,0,hr,medium
0.73,0.61,4.0,260.0,2.0,1.0,0,0,sales,low
0.89,0.64,4.0,274.0,2.0,1.0,0,0,sales,low
0.99,0.75,4.0,163.0,2.0,0.0,0,0,sales,low
0.76,0.74,4.0,261.0,3.0,0.0,0,0,technical,low
0.97,0.79,5.0,259.0,3.0,0.0,0,1,support,medium
0.52,0.61,4.0,187.0,4.0,1.0,0,0,sales,low
0.38,0.49,1.9999999999999998,132.0,3.0,0.0,1,0,support,low
0.94,0.49,1.9999999999999998,250.0,5.0,0.0,0,0,support,medium
0.96,0.91,5.0,179.0,2.0,0.0,0,0,support,low
0.43,0.51,1.9999999999999998,141.0,3.0,0.0,1,0,sales,low
0.91,0.98,3.0,259.0,4.0,0.0,0,0,technical,medium
0.5,0.58,4.0,96.0,3.0,0.0,0,0,sales,low
0.61,0.88,5.0,146.0,7.0,1.0,0,0,marketing,medium
0.68,0.54,3.0,270.0,4.0,1.0,0,0,sales,low
0.46,0.49,5.0,286.0,5.0,0.0,0,0,product_mng,medium
0.39,0.53,1.9999999999999998,127.0,3.0,0.0,1,0,sales,low
0.82,0.56,5.0,180.0,3.0,0.0,0,0,technical,low
0.85,0.86,3.0,255.0,2.0,0.0,0,0,sales,low
0.89,0.65,3.0,208.0,2.0,0.0,0,0,support,low
0.14,0.54,5.0,275.0,4.0,1.0,0,0,sales,low
0.41,0.57,1.9999999999999998,136.0,3.0,0.0,1,0,support,low
0.43,0.9,5.0,282.0,5.0,0.0,0,0,support,medium
0.72,0.96,5.0,267.0,5.0,0.0,1,0,technical,low
0.18,0.5,4.0,169.0,4.0,0.0,0,0,sales,low
0.4,0.49,1.9999999999999998,140.0,3.0,0.0,1,0,sales,low
0.84,0.52,6.0,98.0,3.0,0.0,0,0,marketing,low
0.97,0.76,3.0,193.0,3.0,0.0,0,0,RandD,medium
0.94,0.78,3.0,184.0,3.0,1.0,0,0,technical,low
0.37,0.57,1.9999999999999998,133.0,3.0,0.0,1,0,technical,low
0.09999999999999998,0.93,7.0,258.0,4.0,0.0,1,0,technical,low
0.97,0.93,5.0,137.0,2.0,1.0,0,0,support,low
0.58,0.98,5.0,218.0,3.0,0.0,0,0,RandD,medium
0.73,0.49,4.0,243.0,2.0,0.0,0,0,technical,low
0.69,0.53,3.0,135.0,2.0,0.0,0,0,sales,low
0.10999999999999999,0.8,6.0,259.0,5.0,0.0,1,0,support,low
0.44,0.5,1.9999999999999998,130.0,3.0,0.0,1,0,support,low
0.61,0.59,3.0,157.0,2.0,0.0,0,0,sales,low
0.92,0.66,3.0,230.0,3.0,0.0,0,0,technical,low
0.65,0.37,3.0,170.0,6.0,0.0,0,0,product_mng,medium
0.65,0.97,3.0,171.0,3.0,0.0,0,0,product_mng,low
0.34,0.88,5.0,131.0,6.0,0.0,0,0,sales,medium
0.34,0.46,3.0,155.0,10.0,0.0,0,0,product_mng,medium
0.56,0.66,3.0,232.0,2.0,0.0,0,0,sales,low
0.92,0.83,5.0,270.0,3.0,0.0,0,0,technical,low
0.56,0.95,3.0,241.0,3.0,0.0,0,0,support,low
0.89,0.87,4.0,209.0,2.0,0.0,0,0,product_mng,low
0.66,1.0,5.0,269.0,5.0,0.0,1,0,sales,low
0.43,0.57,1.9999999999999998,131.0,3.0,1.0,1,0,support,low
0.41,0.46,1.9999999999999998,160.0,3.0,0.0,1,1,sales,medium
0.81,0.97,5.0,230.0,5.0,0.0,1,0,support,low
0.63,0.52,5.0,209.0,8.0,1.0,0,0,RandD,medium
0.09999999999999998,0.93,6.0,256.0,4.0,0.0,1,0,support,low
0.63,0.77,5.0,210.0,3.0,0.0,0,0,RandD,medium
0.86,0.98,5.0,233.0,3.0,0.0,0,0,technical,low
0.42,0.46,1.9999999999999998,147.0,3.0,0.0,1,0,sales,low
0.87,0.52,4.0,140.0,3.0,0.0,0,0,product_mng,low
0.4,0.49,1.9999999999999998,155.0,3.0,0.0,1,0,hr,low
0.13,0.95,5.0,149.0,2.0,0.0,0,0,technical,low
0.09999999999999998,0.81,7.0,244.0,5.0,0.0,1,0,hr,low
0.54,0.87,4.0,163.0,3.0,0.0,0,0,sales,low
0.57,0.88,3.0,176.0,3.0,0.0,0,0,support,low
0.17000000000000004,0.91,4.0,260.0,5.0,0.0,0,0,product_mng,medium
0.43,0.52,1.9999999999999998,147.0,3.0,0.0,1,0,sales,low
0.64,0.73,3.0,142.0,3.0,0.0,0,0,marketing,low
0.89,0.7,4.0,235.0,2.0,1.0,0,0,accounting,low
0.92,0.84,4.0,208.0,2.0,0.0,0,0,hr,medium
0.77,0.55,1.9999999999999998,172.0,2.0,0.0,0,0,technical,low
0.88,0.99,5.0,253.0,2.0,0.0,0,0,technical,low
0.77,0.49,4.0,184.0,3.0,0.0,0,0,technical,low
0.54,0.59,4.0,228.0,3.0,0.0,0,0,product_mng,low
0.45,0.57,1.9999999999999998,134.0,3.0,0.0,1,0,sales,low
0.25,0.9,6.0,229.0,8.0,0.0,0,0,sales,medium
0.55,0.82,3.0,248.0,2.0,0.0,0,0,accounting,low
0.38,0.54,1.9999999999999998,143.0,3.0,0.0,1,0,sales,low
0.34,0.46,3.0,155.0,10.0,0.0,0,0,product_mng,medium
0.81,0.52,4.0,270.0,3.0,0.0,0,0,RandD,medium
0.08999999999999997,0.95,6.0,292.0,4.0,0.0,1,0,sales,low
0.7,0.9,3.0,173.0,2.0,0.0,0,0,technical,low
0.94,0.77,5.0,233.0,4.0,0.0,0,0,technical,medium
0.62,0.58,3.0,192.0,2.0,0.0,0,0,product_mng,low
0.61,0.93,1.9999999999999998,247.0,3.0,0.0,0,0,technical,low
0.20999999999999996,0.65,3.0,183.0,3.0,0.0,0,0,technical,low
0.57,0.7,3.0,273.0,6.0,0.0,1,0,support,low
0.98,0.88,5.0,232.0,3.0,0.0,0,0,marketing,low
0.67,0.49,3.0,224.0,3.0,0.0,0,0,product_mng,low
0.22999999999999998,0.46,4.0,274.0,5.0,1.0,0,0,hr,medium
0.93,0.87,3.0,154.0,3.0,1.0,0,0,product_mng,low
0.08999999999999997,0.94,7.0,267.0,4.0,0.0,1,0,sales,low
0.73,0.63,3.0,205.0,2.0,1.0,0,0,hr,medium
0.14,0.74,4.0,117.0,5.0,0.0,0,0,accounting,medium
0.4,0.62,4.0,127.0,5.0,0.0,0,0,accounting,medium
0.57,0.56,4.0,113.0,3.0,0.0,0,0,hr,medium
0.38,0.57,1.9999999999999998,140.0,3.0,0.0,1,0,sales,low
0.92,0.85,5.0,259.0,5.0,0.0,1,0,sales,low
0.08999999999999997,0.97,7.0,262.0,4.0,0.0,1,0,technical,low
0.5,0.56,3.0,263.0,4.0,0.0,0,0,hr,medium
0.52,0.59,5.0,150.0,2.0,0.0,0,0,sales,low
0.55,0.9,4.0,273.0,2.0,1.0,0,0,sales,low
0.82,0.77,4.0,152.0,2.0,1.0,0,0,marketing,low
0.5,0.75,5.0,179.0,3.0,0.0,0,0,accounting,low
0.88,0.6,4.0,162.0,2.0,0.0,0,0,technical,low
0.16000000000000003,0.94,4.0,261.0,6.0,0.0,0,0,technical,medium
0.5,0.4,1.9999999999999998,108.0,2.0,0.0,0,0,technical,low
0.84,0.94,4.0,270.0,3.0,1.0,0,0,support,low
0.81,0.82,4.0,167.0,2.0,0.0,0,0,accounting,low
0.72,0.68,5.0,162.0,5.0,0.0,0,0,marketing,medium
0.84,0.9,4.0,237.0,2.0,0.0,0,0,technical,low
0.61,0.97,3.0,148.0,3.0,0.0,0,0,RandD,medium
0.68,0.8,1.9999999999999998,257.0,2.0,1.0,0,0,sales,low
0.66,0.69,3.0,182.0,3.0,1.0,0,0,technical,low
0.44,0.46,1.9999999999999998,157.0,3.0,0.0,1,0,sales,low
0.10999999999999999,0.83,6.0,282.0,4.0,0.0,1,0,sales,low
0.36,0.55,1.9999999999999998,152.0,3.0,0.0,1,0,product_mng,low
0.5,0.98,5.0,177.0,4.0,0.0,0,0,management,medium
0.75,0.89,5.0,276.0,5.0,0.0,1,0,RandD,low
0.52,1.0,4.0,148.0,3.0,0.0,0,0,RandD,medium
0.9,0.98,5.0,271.0,5.0,0.0,1,0,technical,low
0.47,0.46,1.9999999999999998,152.0,2.0,0.0,0,0,product_mng,low
0.38,0.49,1.9999999999999998,135.0,3.0,0.0,1,0,accounting,low
0.41,0.54,1.9999999999999998,153.0,3.0,1.0,1,0,sales,low
0.82,0.6,3.0,261.0,2.0,1.0,0,0,product_mng,low
0.77,0.87,5.0,266.0,5.0,0.0,1,0,accounting,low
0.9,0.85,4.0,279.0,6.0,0.0,0,0,support,medium
0.45,0.46,1.9999999999999998,153.0,3.0,0.0,1,0,management,low
0.94,0.91,5.0,254.0,3.0,0.0,0,0,accounting,low
0.57,0.46,3.0,186.0,3.0,1.0,0,0,product_mng,low
0.75,0.59,3.0,117.0,3.0,1.0,0,0,RandD,medium
0.44,0.47,1.9999999999999998,130.0,3.0,0.0,1,0,technical,low
0.44,0.53,1.9999999999999998,140.0,3.0,0.0,1,0,sales,low
0.73,0.84,5.0,251.0,6.0,0.0,1,0,sales,low
0.63,0.79,1.9999999999999998,206.0,5.0,0.0,0,0,product_mng,medium
0.21999999999999997,0.88,4.0,213.0,3.0,1.0,0,0,technical,low
0.55,0.93,4.0,251.0,4.0,1.0,0,0,RandD,medium
0.91,0.75,3.0,166.0,2.0,0.0,0,0,product_mng,low
0.72,0.85,5.0,244.0,6.0,0.0,1,0,sales,low
0.83,0.82,3.0,134.0,3.0,0.0,0,0,accounting,low
0.75,0.93,1.9999999999999998,98.0,5.0,0.0,0,0,sales,medium
0.74,0.97,1.9999999999999998,135.0,4.0,0.0,0,0,product_mng,medium
0.63,0.57,4.0,192.0,3.0,0.0,0,0,technical,low
0.96,0.85,4.0,247.0,3.0,0.0,0,0,sales,low
0.78,0.95,5.0,273.0,2.0,0.0,0,0,technical,low
0.85,0.83,3.0,226.0,2.0,0.0,0,0,RandD,medium
0.65,0.84,3.0,189.0,2.0,1.0,0,0,support,low
0.88,0.87,5.0,257.0,3.0,0.0,0,0,product_mng,low
0.55,0.81,4.0,260.0,2.0,0.0,0,0,sales,low
0.76,0.66,5.0,206.0,2.0,0.0,0,0,support,low
0.88,0.83,4.0,273.0,10.0,0.0,0,0,sales,medium
0.4,0.46,1.9999999999999998,135.0,3.0,0.0,1,0,technical,low
0.4,0.51,1.9999999999999998,144.0,3.0,0.0,1,0,accounting,low
0.75,0.94,5.0,194.0,4.0,0.0,0,0,technical,low
0.75,0.96,5.0,190.0,3.0,0.0,0,0,sales,low
0.32,0.79,4.0,136.0,3.0,0.0,0,0,product_mng,low
0.49,0.99,3.0,199.0,3.0,0.0,0,0,sales,low
0.73,0.62,5.0,186.0,4.0,0.0,0,0,technical,medium
0.24,0.81,4.0,217.0,5.0,0.0,0,0,sales,medium
0.38,0.55,1.9999999999999998,215.0,6.0,0.0,0,0,support,medium
0.5,0.54,5.0,173.0,2.0,0.0,0,0,accounting,low
0.7,0.9,3.0,225.0,2.0,0.0,0,0,sales,low
0.88,0.67,5.0,264.0,3.0,0.0,0,0,product_mng,low
0.72,0.87,4.0,184.0,4.0,0.0,0,0,support,low
0.98,0.66,3.0,150.0,3.0,0.0,0,0,hr,medium
0.95,0.88,3.0,199.0,3.0,0.0,0,0,product_mng,low
0.73,0.92,4.0,273.0,5.0,0.0,1,0,sales,low
0.41,0.48,1.9999999999999998,155.0,3.0,0.0,1,0,marketing,low
1.0,0.81,3.0,168.0,4.0,0.0,0,0,support,medium
0.45,0.46,1.9999999999999998,130.0,3.0,0.0,1,0,technical,low
0.62,0.91,3.0,251.0,10.0,0.0,0,0,sales,medium
0.75,0.96,4.0,150.0,2.0,0.0,0,0,product_mng,low
0.68,0.62,5.0,198.0,5.0,1.0,1,0,RandD,low
0.48,0.51,3.0,201.0,2.0,1.0,0,0,support,low
0.10999999999999999,0.84,7.0,264.0,4.0,0.0,1,0,technical,low
